ENSEMBL	GO_ID	Level	Category	GENE_ID	EVIDENCE	SYMBOL
ENSG00000139618	GO:0010557	5,6,7	positive regulation of macromolecule biosynthetic process	675	IDA	BRCA2
ENSG00000139618	GO:0010564	3,4,5	regulation of cell cycle process	675	IEA	BRCA2
ENSG00000139618	GO:0010564	3,4,5	regulation of cell cycle process	675	NAS	BRCA2
ENSG00000139618	GO:0010604	4,5,6	positive regulation of macromolecule metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0010646	3,4	regulation of cell communication	675	NAS	BRCA2
ENSG00000139618	GO:0010948	3,4,5,6	negative regulation of cell cycle process	675	NAS	BRCA2
ENSG00000139618	GO:0012501	3	programmed cell death	675	IEA	BRCA2
ENSG00000139618	GO:0016043	3	cellular component organization	675	IDA	BRCA2
ENSG00000139618	GO:0016043	3	cellular component organization	675	IEA	BRCA2
ENSG00000139618	GO:0016043	3	cellular component organization	675	IMP	BRCA2
ENSG00000139618	GO:0016070	5,6	RNA metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0016070	5,6	RNA metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0019219	5,6	regulation of nucleobase-containing compound metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0019219	5,6	regulation of nucleobase-containing compound metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0019222	3,4	regulation of metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0019222	3,4	regulation of metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0019953	2	sexual reproduction	675	IEA	BRCA2
ENSG00000139618	GO:0021700	2	developmental maturation	675	IEA	BRCA2
ENSG00000139618	GO:0022402	2,3	cell cycle process	675	IEA	BRCA2
ENSG00000139618	GO:0022402	2,3	cell cycle process	675	IMP	BRCA2
ENSG00000139618	GO:0022402	2,3	cell cycle process	675	NAS	BRCA2
ENSG00000139618	GO:0022412	2,3	cellular process involved in reproduction in multicellular organism	675	IEA	BRCA2
ENSG00000139618	GO:0022414	1	reproductive process	675	IEA	BRCA2
ENSG00000139618	GO:0023051	2,3,4	regulation of signaling	675	NAS	BRCA2
ENSG00000139618	GO:0023052	2,3	signaling	675	IEA	BRCA2
ENSG00000139618	GO:0023052	2,3	signaling	675	NAS	BRCA2
ENSG00000139618	GO:0030097	4,5	hemopoiesis	675	IEA	BRCA2
ENSG00000139618	GO:0030154	3	cell differentiation	675	IEA	BRCA2
ENSG00000139618	GO:0030330	5,6,7	DNA damage response, signal transduction by p53 class mediator	675	IEA	BRCA2
ENSG00000139618	GO:0030879	5	mammary gland development	675	IDA	BRCA2
ENSG00000139618	GO:0031023	3,4,7	microtubule organizing center organization	675	IMP	BRCA2
ENSG00000139618	GO:0031297	7,8,9,10	replication fork processing	675	IEA	BRCA2
ENSG00000139618	GO:0031297	7,8,9,10	replication fork processing	675	IMP	BRCA2
ENSG00000139618	GO:0031570	5,6,7,8,9	DNA integrity checkpoint signaling	675	NAS	BRCA2
ENSG00000139618	GO:0032200	6	telomere organization	675	IEA	BRCA2
ENSG00000139618	GO:0032465	4,5,6	regulation of cytokinesis	675	IEA	BRCA2
ENSG00000139618	GO:0032501	1	multicellular organismal process	675	IDA	BRCA2
ENSG00000139618	GO:0032501	1	multicellular organismal process	675	IEA	BRCA2
ENSG00000139618	GO:0032502	1	developmental process	675	IDA	BRCA2
ENSG00000139618	GO:0032502	1	developmental process	675	IEA	BRCA2
ENSG00000139618	GO:0032774	6,7	RNA biosynthetic process	675	IBA	BRCA2
ENSG00000139618	GO:0032774	6,7	RNA biosynthetic process	675	IDA	BRCA2
ENSG00000139618	GO:0033036	2	macromolecule localization	675	IDA	BRCA2
ENSG00000139618	GO:0033036	2	macromolecule localization	675	IEA	BRCA2
ENSG00000139618	GO:0033260	4,5,9,10	nuclear DNA replication	675	IMP	BRCA2
ENSG00000139618	GO:0033365	5	protein localization to organelle	675	IDA	BRCA2
ENSG00000139618	GO:0033365	5	protein localization to organelle	675	IEA	BRCA2
ENSG00000139618	GO:0033554	3	cellular response to stress	675	IBA	BRCA2
ENSG00000139618	GO:0033554	3	cellular response to stress	675	IDA	BRCA2
ENSG00000139618	GO:0033554	3	cellular response to stress	675	IEA	BRCA2
ENSG00000139618	GO:0033554	3	cellular response to stress	675	IMP	BRCA2
ENSG00000139618	GO:0033554	3	cellular response to stress	675	NAS	BRCA2
ENSG00000139618	GO:0033598	4,6,7	mammary gland epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0033599	5,6,7,8	regulation of mammary gland epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0033600	3,4,5,6,7,8,9	negative regulation of mammary gland epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0034502	6	protein localization to chromosome	675	IDA	BRCA2
ENSG00000139618	GO:0034502	6	protein localization to chromosome	675	IEA	BRCA2
ENSG00000139618	GO:0034654	4,5	nucleobase-containing compound biosynthetic process	675	IBA	BRCA2
ENSG00000139618	GO:0034654	4,5	nucleobase-containing compound biosynthetic process	675	IDA	BRCA2
ENSG00000139618	GO:0035556	3,4,5	intracellular signal transduction	675	IEA	BRCA2
ENSG00000139618	GO:0035556	3,4,5	intracellular signal transduction	675	NAS	BRCA2
ENSG00000139618	GO:0040007	1	growth	675	IEA	BRCA2
ENSG00000139618	GO:0042127	3,4	regulation of cell population proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0042770	4,5,6	signal transduction in response to DNA damage	675	IEA	BRCA2
ENSG00000139618	GO:0042770	4,5,6	signal transduction in response to DNA damage	675	NAS	BRCA2
ENSG00000139618	GO:0042771	6,7,8	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	675	IEA	BRCA2
ENSG00000139618	GO:0043009	5,6	chordate embryonic development	675	IEA	BRCA2
ENSG00000139618	GO:0043170	3	macromolecule metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0043170	3	macromolecule metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0043170	3	macromolecule metabolic process	675	IEA	BRCA2
ENSG00000139618	GO:0043170	3	macromolecule metabolic process	675	IMP	BRCA2
ENSG00000139618	GO:0044238	3	primary metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0044238	3	primary metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0044238	3	primary metabolic process	675	IEA	BRCA2
ENSG00000139618	GO:0044238	3	primary metabolic process	675	IMP	BRCA2
ENSG00000139618	GO:0044770	3,4	cell cycle phase transition	675	NAS	BRCA2
ENSG00000139618	GO:0044786	3,4,8,9	cell cycle DNA replication	675	IMP	BRCA2
ENSG00000139618	GO:0045005	6,7,8,9	DNA-templated DNA replication maintenance of fidelity	675	IEA	BRCA2
ENSG00000139618	GO:0045005	6,7,8,9	DNA-templated DNA replication maintenance of fidelity	675	IMP	BRCA2
ENSG00000139618	GO:0045137	3,4	development of primary sexual characteristics	675	IEA	BRCA2
ENSG00000139618	GO:0045184	3,5	establishment of protein localization	675	IDA	BRCA2
ENSG00000139618	GO:0045184	3,5	establishment of protein localization	675	IEA	BRCA2
ENSG00000139618	GO:0045786	3,4,5	negative regulation of cell cycle	675	NAS	BRCA2
ENSG00000139618	GO:0045787	3,4,5	positive regulation of cell cycle	675	IEA	BRCA2
ENSG00000139618	GO:0045893	7,8,9,10	positive regulation of DNA-templated transcription	675	IDA	BRCA2
ENSG00000139618	GO:0045931	4,5,6	positive regulation of mitotic cell cycle	675	IEA	BRCA2
ENSG00000139618	GO:0045935	4,5,6,7	positive regulation of nucleobase-containing compound metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0046545	4,5	development of primary female sexual characteristics	675	IEA	BRCA2
ENSG00000139618	GO:0046660	3,4	female sex differentiation	675	IEA	BRCA2
ENSG00000139618	GO:0048232	4	male gamete generation	675	IEA	BRCA2
ENSG00000139618	GO:0048285	5	organelle fission	675	IEA	BRCA2
ENSG00000139618	GO:0048468	3,4	cell development	675	IEA	BRCA2
ENSG00000139618	GO:0048469	3,4,5	cell maturation	675	IEA	BRCA2
ENSG00000139618	GO:0048477	4,5,6	oogenesis	675	IEA	BRCA2
ENSG00000139618	GO:0048513	3	animal organ development	675	IDA	BRCA2
ENSG00000139618	GO:0048513	3	animal organ development	675	IEA	BRCA2
ENSG00000139618	GO:0048518	1,2,3	positive regulation of biological process	675	IDA	BRCA2
ENSG00000139618	GO:0048518	1,2,3	positive regulation of biological process	675	IEA	BRCA2
ENSG00000139618	GO:0048519	1,2,3	negative regulation of biological process	675	IDA	BRCA2
ENSG00000139618	GO:0048519	1,2,3	negative regulation of biological process	675	NAS	BRCA2
ENSG00000139618	GO:0048522	2,3,4	positive regulation of cellular process	675	IDA	BRCA2
ENSG00000139618	GO:0048522	2,3,4	positive regulation of cellular process	675	IEA	BRCA2
ENSG00000139618	GO:0048523	2,3,4	negative regulation of cellular process	675	IDA	BRCA2
ENSG00000139618	GO:0048523	2,3,4	negative regulation of cellular process	675	NAS	BRCA2
ENSG00000139618	GO:0048583	2,3	regulation of response to stimulus	675	NAS	BRCA2
ENSG00000139618	GO:0048589	2	developmental growth	675	IEA	BRCA2
ENSG00000139618	GO:0048599	4,5,6,7,8	oocyte development	675	IEA	BRCA2
ENSG00000139618	GO:0048608	3,5,6	reproductive structure development	675	IEA	BRCA2
ENSG00000139618	GO:0048609	2	multicellular organismal reproductive process	675	IEA	BRCA2
ENSG00000139618	GO:0048731	3,4	system development	675	IEA	BRCA2
ENSG00000139618	GO:0048732	4	gland development	675	IDA	BRCA2
ENSG00000139618	GO:0048856	2	anatomical structure development	675	IDA	BRCA2
ENSG00000139618	GO:0048856	2	anatomical structure development	675	IEA	BRCA2
ENSG00000139618	GO:0048869	2	cellular developmental process	675	IEA	BRCA2
ENSG00000139618	GO:0050673	3	epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0050678	4,5	regulation of epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0050680	4,5,6	negative regulation of epithelial cell proliferation	675	IDA	BRCA2
ENSG00000139618	GO:0050789	1,2	regulation of biological process	675	IBA	BRCA2
ENSG00000139618	GO:0050789	1,2	regulation of biological process	675	IDA	BRCA2
ENSG00000139618	GO:0050789	1,2	regulation of biological process	675	IEA	BRCA2
ENSG00000139618	GO:0050789	1,2	regulation of biological process	675	NAS	BRCA2
ENSG00000139618	GO:0050794	2,3	regulation of cellular process	675	IBA	BRCA2
ENSG00000139618	GO:0050794	2,3	regulation of cellular process	675	IDA	BRCA2
ENSG00000139618	GO:0050794	2,3	regulation of cellular process	675	IEA	BRCA2
ENSG00000139618	GO:0050794	2,3	regulation of cellular process	675	NAS	BRCA2
ENSG00000139618	GO:0050896	1	response to stimulus	675	IBA	BRCA2
ENSG00000139618	GO:0050896	1	response to stimulus	675	IDA	BRCA2
ENSG00000139618	GO:0050896	1	response to stimulus	675	IEA	BRCA2
ENSG00000139618	GO:0050896	1	response to stimulus	675	IMP	BRCA2
ENSG00000139618	GO:0050896	1	response to stimulus	675	NAS	BRCA2
ENSG00000139618	GO:0051179	1	localization	675	IDA	BRCA2
ENSG00000139618	GO:0051179	1	localization	675	IEA	BRCA2
ENSG00000139618	GO:0051234	2	establishment of localization	675	IDA	BRCA2
ENSG00000139618	GO:0051234	2	establishment of localization	675	IEA	BRCA2
ENSG00000139618	GO:0051239	2,3	regulation of multicellular organismal process	675	IDA	BRCA2
ENSG00000139618	GO:0051241	2,3,4	negative regulation of multicellular organismal process	675	IDA	BRCA2
ENSG00000139618	GO:0051252	5,6,7	regulation of RNA metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0051252	5,6,7	regulation of RNA metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0051254	5,6,7,8	positive regulation of RNA metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0051276	5	chromosome organization	675	IEA	BRCA2
ENSG00000139618	GO:0051298	3,4,5,6,9	centrosome duplication	675	IMP	BRCA2
ENSG00000139618	GO:0051301	2	cell division	675	IEA	BRCA2
ENSG00000139618	GO:0051302	3,4	regulation of cell division	675	IEA	BRCA2
ENSG00000139618	GO:0051321	2,3	meiotic cell cycle	675	IEA	BRCA2
ENSG00000139618	GO:0051641	2	cellular localization	675	IDA	BRCA2
ENSG00000139618	GO:0051641	2	cellular localization	675	IEA	BRCA2
ENSG00000139618	GO:0051716	2	cellular response to stimulus	675	IBA	BRCA2
ENSG00000139618	GO:0051716	2	cellular response to stimulus	675	IDA	BRCA2
ENSG00000139618	GO:0051716	2	cellular response to stimulus	675	IEA	BRCA2
ENSG00000139618	GO:0051716	2	cellular response to stimulus	675	IMP	BRCA2
ENSG00000139618	GO:0051716	2	cellular response to stimulus	675	NAS	BRCA2
ENSG00000139618	GO:0051726	3,4	regulation of cell cycle	675	IEA	BRCA2
ENSG00000139618	GO:0051726	3,4	regulation of cell cycle	675	NAS	BRCA2
ENSG00000139618	GO:0060255	4,5	regulation of macromolecule metabolic process	675	IBA	BRCA2
ENSG00000139618	GO:0060255	4,5	regulation of macromolecule metabolic process	675	IDA	BRCA2
ENSG00000139618	GO:0060322	3	head development	675	IEA	BRCA2
ENSG00000139618	GO:0060429	4	epithelium development	675	IDA	BRCA2
ENSG00000139618	GO:0061180	5,6	mammary gland epithelium development	675	IDA	BRCA2
ENSG00000139618	GO:0061458	4,5	reproductive system development	675	IEA	BRCA2
ENSG00000139618	GO:0061982	3,4,5	meiosis I cell cycle process	675	IEA	BRCA2
ENSG00000139618	GO:0065007	1	biological regulation	675	IBA	BRCA2
ENSG00000139618	GO:0065007	1	biological regulation	675	IDA	BRCA2
ENSG00000139618	GO:0065007	1	biological regulation	675	IEA	BRCA2
ENSG00000139618	GO:0065007	1	biological regulation	675	NAS	BRCA2
ENSG00000139618	GO:0070198	7	protein localization to chromosome, telomeric region	675	IDA	BRCA2
ENSG00000139618	GO:0070198	7	protein localization to chromosome, telomeric region	675	IEA	BRCA2
ENSG00000139618	GO:0070199	5,7	establishment of protein localization to chromosome	675	IDA	BRCA2
ENSG00000139618	GO:0070199	5,7	establishment of protein localization to chromosome	675	IEA	BRCA2
ENSG00000139618	GO:0070200	6,8	establishment of protein localization to telomere	675	IDA	BRCA2
ENSG00000139618	GO:0070200	6,8	establishment of protein localization to telomere	675	IEA	BRCA2
ENSG00000139618	GO:0070727	3	cellular macromolecule localization	675	IDA	BRCA2
ENSG00000139618	GO:0070727	3	cellular macromolecule localization	675	IEA	BRCA2
ENSG00000139618	GO:0071214	3,4	cellular response to abiotic stimulus	675	IMP	BRCA2
ENSG00000139618	GO:0071425	4,5,6	hematopoietic stem cell proliferation	675	IEA	BRCA2
ENSG00000139618	GO:0071478	4,5	cellular response to radiation	675	IMP	BRCA2
ENSG00000139618	GO:0071479	5,6	cellular response to ionizing radiation	675	IMP	BRCA2
ENSG00000139618	GO:0071695	3	anatomical structure maturation	675	IEA	BRCA2
ENSG00000139618	GO:0071840	2	cellular component organization or biogenesis	675	IDA	BRCA2
ENSG00000139618	GO:0071840	2	cellular component organization or biogenesis	675	IEA	BRCA2
ENSG00000139618	GO:0071840	2	cellular component organization or biogenesis	675	IMP	BRCA2
ENSG00000139618	GO:0072089	3	stem cell proliferation	675	IEA	BRCA2
ENSG00000139618	GO:0072331	4,5,6	signal transduction by p53 class mediator	675	IEA	BRCA2
ENSG00000139618	GO:0072332	5,6,7	intrinsic apoptotic signaling pathway by p53 class mediator	675	IEA	BRCA2
ENSG00000139618	GO:0072594	4,6	establishment of protein localization to organelle	675	IDA	BRCA2
ENSG00000139618	GO:0072594	4,6	establishment of protein localization to organelle	675	IEA	BRCA2
ENSG00000139618	GO:0080090	4,5	regulation of primary metabolic process	675	IBA	BRCA2
